team_oid,teamname,teamcity,user_oid,fio,email,telephone,sex,birthdate,status,role,discipline_json
2213,"Masters D-10 M группа 4 #5",Уфа,1193,"Попов Алексей Алексеевич",masters.m.100067@pulse.test,9000100067,М,1969-07-01,Подтверждён,drummer,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2213,"Masters D-10 M группа 4 #5",Уфа,1194,"Козлов Павел Сергеевич",masters.m.100068@pulse.test,9000100068,М,1972-07-01,Подтверждён,reserve,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2213,"Masters D-10 M группа 4 #5",Уфа,1195,"Сидоров Владимир Максимович",masters.m.100069@pulse.test,9000100069,М,1970-07-01,Подтверждён,reserve,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2213,"Masters D-10 M группа 4 #5",Уфа,1182,"Попов Андрей Максимович",masters.m.100056@pulse.test,9000100056,М,1970-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2213,"Masters D-10 M группа 4 #5",Уфа,1183,"Соколов Андрей Алексеевич",masters.m.100057@pulse.test,9000100057,М,1971-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2213,"Masters D-10 M группа 4 #5",Уфа,1184,"Кузнецов Павел Алексеевич",masters.m.100058@pulse.test,9000100058,М,1971-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2213,"Masters D-10 M группа 4 #5",Уфа,1185,"Сидоров Владимир Андреевич",masters.m.100059@pulse.test,9000100059,М,1972-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2213,"Masters D-10 M группа 4 #5",Уфа,1186,"Козлов Сергей Сергеевич",masters.m.100060@pulse.test,9000100060,М,1969-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2213,"Masters D-10 M группа 4 #5",Уфа,1187,"Кузнецов Андрей Иванович",masters.m.100061@pulse.test,9000100061,М,1969-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2213,"Masters D-10 M группа 4 #5",Уфа,1188,"Петров Иван Иванович",masters.m.100062@pulse.test,9000100062,М,1973-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2213,"Masters D-10 M группа 4 #5",Уфа,1189,"Новиков Максим Андреевич",masters.m.100063@pulse.test,9000100063,М,1969-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2213,"Masters D-10 M группа 4 #5",Уфа,1190,"Попов Алексей Максимович",masters.m.100064@pulse.test,9000100064,М,1973-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2213,"Masters D-10 M группа 4 #5",Уфа,1191,"Смирнов Павел Алексеевич",masters.m.100065@pulse.test,9000100065,М,1970-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2213,"Masters D-10 M группа 4 #5",Уфа,1192,"Новиков Владимир Павлович",masters.m.100066@pulse.test,9000100066,М,1969-07-01,Подтверждён,steerer,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2214,"Masters D-10 M группа 4 #6",Самара,1207,"Лебедева Екатерина Алексеевна",masters.m.100081@pulse.test,9000100081,Ж,1973-07-01,Подтверждён,drummer,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2214,"Masters D-10 M группа 4 #6",Самара,1208,"Кузнецова Ксения Павловна",masters.m.100082@pulse.test,9000100082,Ж,1970-07-01,Подтверждён,reserve,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2214,"Masters D-10 M группа 4 #6",Самара,1209,"Козлов Иван Павлович",masters.m.100083@pulse.test,9000100083,М,1972-07-01,Подтверждён,reserve,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2214,"Masters D-10 M группа 4 #6",Самара,1196,"Новиков Павел Алексеевич",masters.m.100070@pulse.test,9000100070,М,1969-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2214,"Masters D-10 M группа 4 #6",Самара,1197,"Сидорова Ольга Андреевна",masters.m.100071@pulse.test,9000100071,Ж,1970-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2214,"Masters D-10 M группа 4 #6",Самара,1198,"Иванов Павел Иванович",masters.m.100072@pulse.test,9000100072,М,1970-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2214,"Masters D-10 M группа 4 #6",Самара,1199,"Кузнецов Владимир Павлович",masters.m.100073@pulse.test,9000100073,М,1973-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2214,"Masters D-10 M группа 4 #6",Самара,1200,"Соколов Алексей Андреевич",masters.m.100074@pulse.test,9000100074,М,1972-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2214,"Masters D-10 M группа 4 #6",Самара,1201,"Лебедев Павел Иванович",masters.m.100075@pulse.test,9000100075,М,1973-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2214,"Masters D-10 M группа 4 #6",Самара,1202,"Попов Максим Иванович",masters.m.100076@pulse.test,9000100076,М,1972-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2214,"Masters D-10 M группа 4 #6",Самара,1203,"Новиков Владимир Сергеевич",masters.m.100077@pulse.test,9000100077,М,1972-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2214,"Masters D-10 M группа 4 #6",Самара,1204,"Новиков Иван Максимович",masters.m.100078@pulse.test,9000100078,М,1971-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2214,"Masters D-10 M группа 4 #6",Самара,1205,"Козлов Максим Максимович",masters.m.100079@pulse.test,9000100079,М,1969-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2214,"Masters D-10 M группа 4 #6",Самара,1206,"Соколов Дмитрий Алексеевич",masters.m.100080@pulse.test,9000100080,М,1972-07-01,Подтверждён,steerer,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2215,"Masters D-10 M группа 5 #7",Санкт-Петербург,1221,"Кузнецова Наталья Павловна",masters.m.100095@pulse.test,9000100095,Ж,1961-07-01,Подтверждён,drummer,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2215,"Masters D-10 M группа 5 #7",Санкт-Петербург,1222,"Попова Ирина Ивановна",masters.m.100096@pulse.test,9000100096,Ж,1960-07-01,Подтверждён,reserve,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2215,"Masters D-10 M группа 5 #7",Санкт-Петербург,1223,"Попов Павел Павлович",masters.m.100097@pulse.test,9000100097,М,1963-07-01,Подтверждён,reserve,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2215,"Masters D-10 M группа 5 #7",Санкт-Петербург,1210,"Сидоров Егор Павлович",masters.m.100084@pulse.test,9000100084,М,1961-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2215,"Masters D-10 M группа 5 #7",Санкт-Петербург,1211,"Сидоров Максим Алексеевич",masters.m.100085@pulse.test,9000100085,М,1963-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2215,"Masters D-10 M группа 5 #7",Санкт-Петербург,1212,"Новиков Сергей Андреевич",masters.m.100086@pulse.test,9000100086,М,1962-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2215,"Masters D-10 M группа 5 #7",Санкт-Петербург,1213,"Кузнецов Николай Андреевич",masters.m.100087@pulse.test,9000100087,М,1960-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2215,"Masters D-10 M группа 5 #7",Санкт-Петербург,1214,"Попов Андрей Иванович",masters.m.100088@pulse.test,9000100088,М,1963-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2215,"Masters D-10 M группа 5 #7",Санкт-Петербург,1215,"Соколов Алексей Сергеевич",masters.m.100089@pulse.test,9000100089,М,1962-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2215,"Masters D-10 M группа 5 #7",Санкт-Петербург,1216,"Кузнецов Дмитрий Андреевич",masters.m.100090@pulse.test,9000100090,М,1962-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2215,"Masters D-10 M группа 5 #7",Санкт-Петербург,1217,"Кузнецов Павел Алексеевич",masters.m.100091@pulse.test,9000100091,М,1960-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2215,"Masters D-10 M группа 5 #7",Санкт-Петербург,1218,"Козлов Алексей Иванович",masters.m.100092@pulse.test,9000100092,М,1959-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2215,"Masters D-10 M группа 5 #7",Санкт-Петербург,1219,"Соколов Сергей Иванович",masters.m.100093@pulse.test,9000100093,М,1963-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2215,"Masters D-10 M группа 5 #7",Санкт-Петербург,1220,"Смирнова Наталья Андреевна",masters.m.100094@pulse.test,9000100094,Ж,1959-07-01,Подтверждён,steerer,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2216,"Masters D-10 M группа 5 #8","Нижний Новгород",1235,"Кузнецов Иван Иванович",masters.m.100109@pulse.test,9000100109,М,1962-07-01,Подтверждён,drummer,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2216,"Masters D-10 M группа 5 #8","Нижний Новгород",1236,"Соколова Наталья Павловна",masters.m.100110@pulse.test,9000100110,Ж,1959-07-01,Подтверждён,reserve,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2216,"Masters D-10 M группа 5 #8","Нижний Новгород",1237,"Соколов Сергей Павлович",masters.m.100111@pulse.test,9000100111,М,1959-07-01,Подтверждён,reserve,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2216,"Masters D-10 M группа 5 #8","Нижний Новгород",1224,"Петров Николай Максимович",masters.m.100098@pulse.test,9000100098,М,1959-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2216,"Masters D-10 M группа 5 #8","Нижний Новгород",1225,"Попов Николай Андреевич",masters.m.100099@pulse.test,9000100099,М,1960-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2216,"Masters D-10 M группа 5 #8","Нижний Новгород",1226,"Иванов Владимир Андреевич",masters.m.100100@pulse.test,9000100100,М,1960-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2216,"Masters D-10 M группа 5 #8","Нижний Новгород",1227,"Лебедев Владимир Иванович",masters.m.100101@pulse.test,9000100101,М,1963-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2216,"Masters D-10 M группа 5 #8","Нижний Новгород",1228,"Сидоров Алексей Алексеевич",masters.m.100102@pulse.test,9000100102,М,1960-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2216,"Masters D-10 M группа 5 #8","Нижний Новгород",1229,"Иванов Дмитрий Максимович",masters.m.100103@pulse.test,9000100103,М,1961-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2216,"Masters D-10 M группа 5 #8","Нижний Новгород",1230,"Кузнецов Владимир Павлович",masters.m.100104@pulse.test,9000100104,М,1963-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2216,"Masters D-10 M группа 5 #8","Нижний Новгород",1231,"Смирнов Алексей Алексеевич",masters.m.100105@pulse.test,9000100105,М,1960-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2216,"Masters D-10 M группа 5 #8","Нижний Новгород",1232,"Петров Максим Алексеевич",masters.m.100106@pulse.test,9000100106,М,1959-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2216,"Masters D-10 M группа 5 #8","Нижний Новгород",1233,"Козлов Андрей Максимович",masters.m.100107@pulse.test,9000100107,М,1961-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
2216,"Masters D-10 M группа 5 #8","Нижний Новгород",1234,"Козлов Павел Алексеевич",masters.m.100108@pulse.test,9000100108,М,1960-07-01,Подтверждён,steerer,"{""D-10"": {""sex"": [""M""], ""dist"": [""200, 500, 1000""]}}"
